,user_screenname,tweet_text
12440,sporeMOH,"RT @sporeMOH: As of 25 Aug 2021, 83% of our population has completed their full regimen/ received two doses of COVID-19 vaccines, and 79% h…"
12441,lustfuldesirer,RT @lustfuldesirer: SG Hot Joal Ong RT & follow for more https://t.co/f4mV2PtCUm
12442,IrrawaddyNews,"RT @IrrawaddyNews: On the Front Lines Against COVID-19 in Myanmar’s Biggest City
https://t.co/Cmj2wS27de

#WhatsHappeningInMyanmar
--------…"
12443,lustfuldesirer,"RT @lustfuldesirer: SG Malay Twink Exhibitionist 2/2 — RT & follow for more. (There is actually 1 more part to this whole vid, anyone has i…"
12444,JustinOngTODAY,"RT @JustinOngTODAY: I had the chance to speak to Soraya (not her real name), an Afghan student waiting to return to Singapore. 

The interv…"
12445,LeongWaiKitCNA,"RT @LeongWaiKitCNA: #MYANMAR #COVID19 SITUATION AUG 26

Total tally:
380,879

New daily cases:
2,502

New daily deaths:
115

Deaths so far:…"
12446,lustfuldesirer,"RT @lustfuldesirer: SG Malay Twink Exhibitionist 2/2 — RT & follow for more. (There is actually 1 more part to this whole vid, anyone has i…"
12447,lustfuldesirer,RT @lustfuldesirer: SG guy daringly jerks off in MRT — RT & follow for more https://t.co/PUmCprKmO8
12448,VivianBala,"RT @VivianBala: Live on @CNBC with @cnbcsri and @MartinSoong this morning. Discussed US @VP Kamala Harris’ visit to Singapore, the excellen…"
12449,lustfuldesirer,RT @lustfuldesirer: SG Hot Joal Ong RT & follow for more https://t.co/f4mV2PtCUm
12450,lustfuldesirer,RT @lustfuldesirer: SG Hot Joal Ong RT & follow for more https://t.co/f4mV2PtCUm
12451,STForeignDesk,RT @STForeignDesk: Zero-Covid-19 strategy: Does the approach still work with rise of Delta variant? https://t.co/EptWhMbLCd
12452,VivianBala,RT @VivianBala: Pleased to welcome @WIPO DG Daren Tang back to Singapore. He is the first Singaporean to lead a major UN body. We have a st…
12453,DrSasa22222,"RT @DrSasa22222: Since I originally came down sick some months ago, I have never fully recovered, I would very much appreciate your prayers…"
12454,leehsienloong,RT @leehsienloong: An A330 MRTT aircraft from @TheRSAF departed today to assist in US efforts related to the Afghanistan evacuation. They w…
12455,straits_times,RT @straits_times: Singapore study find Sars-CoV-2 virus can change its shape to improve survival https://t.co/geT8N7fJAm
12456,lustfuldesirer,RT @lustfuldesirer: SG Hot Joal Ong RT & follow for more https://t.co/f4mV2PtCUm
12457,JustinOngTODAY,"RT @JustinOngTODAY: I had the chance to speak to Soraya (not her real name), an Afghan student waiting to return to Singapore. 

The interv…"
12458,DrSasa22222,"RT @DrSasa22222: Since I originally came down sick some months ago, I have never fully recovered, I would very much appreciate your prayers…"
12459,JustinOngTODAY,"RT @JustinOngTODAY: Her hope? That the Taliban will be defeated. 

""My biggest hope for now is that even if I leave the country, things wil…"
12460,mrbrown,RT @mrbrown: The kukubird logic expressed by the medically eligible but unvaccinated lot here is mind-blowing. https://t.co/oRfRf8kL5K
12461,DrSasa22222,"RT @DrSasa22222: Since I originally came down sick some months ago, I have never fully recovered, I would very much appreciate your prayers…"
12462,LeongWaiKitCNA,"RT @LeongWaiKitCNA: .@SeanTurnell, the Australian economic adviser to @MyanmarSC Aung San Suu Kyi, is fully vaccinated 

Photo from #Myanma…"
12463,lustfuldesirer,RT @lustfuldesirer: SG Hot Joal Ong RT & follow for more https://t.co/f4mV2PtCUm
12464,STForeignDesk,RT @STForeignDesk: Blood clot risk much higher from Covid-19 than with vaccines https://t.co/Gpx14VGOsd
12465,STopinion,RT @STopinion: Why South Asia should engage with the Taleban https://t.co/vI9VApPUEV
12466,leehsienloong,RT @leehsienloong: An A330 MRTT aircraft from @TheRSAF departed today to assist in US efforts related to the Afghanistan evacuation. They w…
12467,sporeMOH,"RT @sporeMOH: As of 25 Aug 2021, 83% of our population has completed their full regimen/ received two doses of COVID-19 vaccines, and 79% h…"
12468,leehsienloong,"RT @leehsienloong: While we have been emphasising vaccinations in our COVID-19 battle, wearing masks remains the most basic and necessary p…"
12469,STForeignDesk,RT @STForeignDesk: US Capitol police officer who shot Trump supporter says it was 'last resort' https://t.co/gU5SnHSslg
12470,straits_times,RT @straits_times: Police warn public about concert ticket scams; 120 cases reported in 2017 https://t.co/tl6XQ0NmVu https://t.co/WtTruqaFar
12471,Reuters,"RT @Reuters: Sydney's COVID-19 infections hit a daily record putting parts of the health system under pressure, officials said, calling for…"
12472,ChannelNewsAsia,"RT @ChannelNewsAsia: 3 new #COVID19 clusters identified, including 2 linked to bus interchange staff at Toa Payoh and Punggol and another a…"
12473,DrSasa22222,"RT @DrSasa22222: Since I originally came down sick some months ago, I have never fully recovered, I would very much appreciate your prayers…"
12474,JustinOngTODAY,"RT @JustinOngTODAY: I had the chance to speak to Soraya (not her real name), an Afghan student waiting to return to Singapore. 

The interv…"
12475,straits_times,RT @straits_times: Elderly doctor charged with molesting female patient in clinic https://t.co/9kJlTVX4fW
12476,STForeignDesk,"RT @STForeignDesk: Australia PM, state leaders to meet on Covid-19 reopening plans https://t.co/zabZSFHEDx"
12477,LeongWaiKitCNA,"RT @LeongWaiKitCNA: .@SeanTurnell, the Australian economic adviser to @MyanmarSC Aung San Suu Kyi, is fully vaccinated 

Photo from #Myanma…"
12478,JustinOngTODAY,"RT @JustinOngTODAY: I had the chance to speak to Soraya (not her real name), an Afghan student waiting to return to Singapore. 

The interv…"
12479,STopinion,RT @STopinion: National Day reflections on Singapore's Muslim community https://t.co/FEVN5jba0g
12480,STopinion,RT @STopinion: How superhero myths do not help superpowers https://t.co/gGrqSZfniX
12481,VivianBala,RT @VivianBala: Pleased to welcome @WIPO DG Daren Tang back to Singapore. He is the first Singaporean to lead a major UN body. We have a st…
12482,JustinOngTODAY,"RT @JustinOngTODAY: I had the chance to speak to Soraya (not her real name), an Afghan student waiting to return to Singapore. 

The interv…"
12483,TODAYonline,RT @TODAYonline: NUS to merge Yale-NUS and University Scholars Programme into new college; engineering and design schools to be combined to…
12484,JustinOngTODAY,"RT @JustinOngTODAY: I had the chance to speak to Soraya (not her real name), an Afghan student waiting to return to Singapore. 

The interv…"
12485,TODAYonline,RT @TODAYonline: Explainer: How a lightning strike can lead to a manhole explosion https://t.co/ijEo0AhXiJ
12486,LeongWaiKitCNA,"RT @LeongWaiKitCNA: #MYANMAR #COVID19 SITUATION AUG 27

Total tally:
383,514

New daily cases:
2,635

New daily deaths:
113

Deaths so far:…"
12487,ChannelNewsAsia,RT @ChannelNewsAsia: Are vaccine booster shots necessary? What we know about a possible 3rd COVID-19 jab https://t.co/2Fc44AcVIF https://t.…
12488,sporeMOH,"RT @sporeMOH: As of 25 Aug 2021, 83% of our population has completed their full regimen/ received two doses of COVID-19 vaccines, and 79% h…"
12489,STopinion,RT @STopinion: Aggrieved nationalism - China's double-edged weapon https://t.co/aF8a67N6Ht
12490,JustinOngTODAY,RT @JustinOngTODAY: She was supposed to return to Singapore to start her semester and had applied to enter Singapore since June but could n…
12491,JustinOngTODAY,"RT @JustinOngTODAY: I had the chance to speak to Soraya (not her real name), an Afghan student waiting to return to Singapore. 

The interv…"
12492,JustinOngTODAY,"RT @JustinOngTODAY: I had the chance to speak to Soraya (not her real name), an Afghan student waiting to return to Singapore. 

The interv…"
12493,JustinOngTODAY,"RT @JustinOngTODAY: Her hope? That the Taliban will be defeated. 

""My biggest hope for now is that even if I leave the country, things wil…"
12494,STForeignDesk,RT @STForeignDesk: Half of Covid-19 patients had lingering symptoms one year later https://t.co/n3kGCSPTqj
12495,LeongWaiKitCNA,"RT @LeongWaiKitCNA: #Myanmar army arrests 10 People’s Defence Force members and 3 supporters in Kayah State

One supporter accused of using…"
12496,STForeignDesk,RT @STForeignDesk: Contaminant in Japan's Moderna vaccines suspected to be metallic particles: NHK https://t.co/2nfrAh44lF
12497,leehsienloong,"RT @leehsienloong: Join me for the National Day Rally this Sun, 29 Aug at 6:45pm! The Rally will be live streamed on my Facebook Page & the…"
12498,leehsienloong,"RT @leehsienloong: Join me for the National Day Rally this Sun, 29 Aug at 6:45pm! The Rally will be live streamed on my Facebook Page & the…"
12499,leehsienloong,"RT @leehsienloong: Join me for the National Day Rally this Sun, 29 Aug at 6:45pm! The Rally will be live streamed on my Facebook Page & the…"
12500,lustfuldesirer,RT @lustfuldesirer: SG Hot Joal Ong RT & follow for more https://t.co/f4mV2PtCUm
12501,leehsienloong,"RT @leehsienloong: Join me for the National Day Rally this Sun, 29 Aug at 6:45pm! The Rally will be live streamed on my Facebook Page & the…"
12502,leehsienloong,"RT @leehsienloong: Join me for the National Day Rally this Sun, 29 Aug at 6:45pm! The Rally will be live streamed on my Facebook Page & the…"
12503,LeongWaiKitCNA,"RT @LeongWaiKitCNA: #Myanmar army arrests 10 People’s Defence Force members and 3 supporters in Kayah State

One supporter accused of using…"
12504,leehsienloong,"RT @leehsienloong: Join me for the National Day Rally this Sun, 29 Aug at 6:45pm! The Rally will be live streamed on my Facebook Page & the…"
12505,STForeignDesk,RT @STForeignDesk: Mexican researchers say they created facemask that neutralises Covid-19 https://t.co/QkUHmjunpG
12506,STForeignDesk,"RT @STForeignDesk: To encourage vaccinations, more US firms turn to incentives - and threats https://t.co/WuqZ2OlpVt"
12507,leehsienloong,"RT @leehsienloong: Join me for the National Day Rally this Sun, 29 Aug at 6:45pm! The Rally will be live streamed on my Facebook Page & the…"
12508,leehsienloong,"RT @leehsienloong: Join me for the National Day Rally this Sun, 29 Aug at 6:45pm! The Rally will be live streamed on my Facebook Page & the…"
12509,STopinion,RT @STopinion: Strengthening US-Asean supply chains https://t.co/VvuO9m5RKg
12510,KKMPutrajaya,"RT @KKMPutrajaya: Pecahan kes #COVID19 mengikut negeri. Sejumlah 24,599 kes baharu dilaporkan. https://t.co/96cnNEOlXJ"
12511,DrSasa22222,"RT @DrSasa22222: Since I originally came down sick some months ago, I have never fully recovered, I would very much appreciate your prayers…"
12512,leehsienloong,"RT @leehsienloong: Join me for the National Day Rally this Sun, 29 Aug at 6:45pm! The Rally will be live streamed on my Facebook Page & the…"
12513,leehsienloong,"RT @leehsienloong: Join me for the National Day Rally this Sun, 29 Aug at 6:45pm! The Rally will be live streamed on my Facebook Page & the…"
12514,JustinOngTODAY,"RT @JustinOngTODAY: I had the chance to speak to Soraya (not her real name), an Afghan student waiting to return to Singapore. 

The interv…"
12515,JustinOngTODAY,"RT @JustinOngTODAY: I had the chance to speak to Soraya (not her real name), an Afghan student waiting to return to Singapore. 

The interv…"
12516,leehsienloong,"RT @leehsienloong: Join me for the National Day Rally this Sun, 29 Aug at 6:45pm! The Rally will be live streamed on my Facebook Page & the…"
12517,leehsienloong,"RT @leehsienloong: Join me for the National Day Rally this Sun, 29 Aug at 6:45pm! The Rally will be live streamed on my Facebook Page & the…"
12518,ChannelNewsAsia,"RT @ChannelNewsAsia: 3 new #COVID19 clusters identified, including 2 linked to bus interchange staff at Toa Payoh and Punggol and another a…"
12519,TODAYonline,RT @TODAYonline: NUS to merge Yale-NUS and University Scholars Programme into new college; engineering and design schools to be combined to…
12520,business,RT @business: Singapore is now one of the best places to be in during the pandemic — muscling back in the top 10 as the only non-European c…
12521,kixes,RT @kixes: The @yalenus tie-up will end in 4 years’ time. The college will merge with the University Scholar’s Programme. What about academ…
12522,TODAYonline,RT @TODAYonline: NUS to merge Yale-NUS and University Scholars Programme into new college; engineering and design schools to be combined to…
12523,TODAYonline,RT @TODAYonline: ComfortDelGro enters New Zealand’s land transport market after winning tender to operate train services in Auckland https:…
12524,JustinOngTODAY,"RT @JustinOngTODAY: I had the chance to speak to Soraya (not her real name), an Afghan student waiting to return to Singapore. 

The interv…"
12525,JustinOngTODAY,"RT @JustinOngTODAY: I had the chance to speak to Soraya (not her real name), an Afghan student waiting to return to Singapore. 

The interv…"
12526,TODAYonline,RT @TODAYonline: US braces for more ISIS attacks after carnage at Kabul airport https://t.co/xYzbk0iKbh
12527,JustinOngTODAY,"RT @JustinOngTODAY: I had the chance to speak to Soraya (not her real name), an Afghan student waiting to return to Singapore. 

The interv…"
12528,STForeignDesk,RT @STForeignDesk: New Zealand eases nationwide Covid-19 lockdown but Auckland shut off https://t.co/FWTVkbOalq
12529,MothershipSG,"RT @MothershipSG: [JUST IN] Covid-19 update in S'pore on Aug. 26:

NEW CASES: 116

* Locally-transmitted cases: 112
* Imported cases: 4

To…"
12530,MothershipSG,RT @MothershipSG: 2 new Covid-19 clusters at Toa Payoh & Punggol bus interchanges involving 35 staff in total https://t.co/a8Mqfap9Eg https…
12531,TODAYonline,"RT @TODAYonline: Former LTA director admits taking S$1.24m in bribes, cheating colleagues of S$726,000 https://t.co/0mPH4HjeiR"
12532,spring21MM,"RT @spring21MM: (1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed & opened…"
12533,kixes,RT @kixes: This is one of those full-circle moments: at first many of us were sceptical of @yalenus. Then we were comforted to find that Ya…
12534,ChannelNewsAsia,RT @ChannelNewsAsia: Singapore condemns Kabul bombings https://t.co/J9Xv336Bxz https://t.co/Akzg3OCahe
12535,straits_times,"RT @straits_times: Thomson-East Coast Line stage two opens on Aug 28, trains to arrive every five minutes at peak hours https://t.co/5IOKcM…"
12536,mrbrown,RT @mrbrown: The kukubird logic expressed by the medically eligible but unvaccinated lot here is mind-blowing. https://t.co/oRfRf8kL5K
12537,business,"RT @business: The worst places to be during the pandemic right now are all in Southeast Asia: 

🇹🇭  Thailand
🇻🇳  Vietnam
🇮🇩  Indonesia
🇵🇭…"
12538,ChannelNewsAsia,RT @ChannelNewsAsia: New Singapore wildlife forensics centre to help tackle illegal trade as NParks launches K9 unit https://t.co/ektqC0Nwd…
12539,leehsienloong,"RT @leehsienloong: Join me for the National Day Rally this Sun, 29 Aug at 6:45pm! The Rally will be live streamed on my Facebook Page & the…"
12540,TODAYonline,"RT @TODAYonline: To encourage vaccinations, more US firms turn to incentives — and threats https://t.co/mswv5qRSd4"
12541,JustinOngTODAY,"RT @JustinOngTODAY: I had the chance to speak to Soraya (not her real name), an Afghan student waiting to return to Singapore. 

The interv…"
12542,TODAYonline,RT @TODAYonline: Chinese authorities say overtime '996' policy is illegal https://t.co/ppeMH3W9Lr
12543,spring21MM,"RT @spring21MM: (1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed & opened…"
12544,kixes,"RT @kixes: 😑😑😑 From “We are against Pinkdot in Singapore”, an anti-LGBT group on Facebook: https://t.co/t2gu2oeqxp"
12545,straits_times,"RT @straits_times: Thomson-East Coast Line stage two opens on Aug 28, trains to arrive every five minutes at peak hours https://t.co/5IOKcM…"
12546,straits_times,RT @straits_times: Singapore 'strongly condemns' Kabul bombings https://t.co/Azs9ac6Sjl
12547,kixes,RT @kixes: The @yalenus tie-up will end in 4 years’ time. The college will merge with the University Scholar’s Programme. What about academ…
12548,kixes,RT @kixes: This is one of those full-circle moments: at first many of us were sceptical of @yalenus. Then we were comforted to find that Ya…
12549,JustinOngTODAY,"RT @JustinOngTODAY: I had the chance to speak to Soraya (not her real name), an Afghan student waiting to return to Singapore. 

The interv…"
12550,kixes,"RT @kixes: 😑😑😑 From “We are against Pinkdot in Singapore”, an anti-LGBT group on Facebook: https://t.co/t2gu2oeqxp"
12551,ChannelNewsAsia,"RT @ChannelNewsAsia: AT A GLANCE: Here's a snapshot of Singapore's #COVID19 border measures and which countries they apply to.

Full story:…"
12552,DGHisham,"RT @DGHisham: A reminder to all, many places are opening because of economy & not because it is safe. Please keep that in mind; please wear…"
12553,historyogi,RT @historyogi: Bilahari dishes out some analysis about America's strategic calculations and implications for Southeast Asia and Singapore.…
12554,straits_times,RT @straits_times: Seven Tampines buildings to tap savings from a centralised cooling system https://t.co/fGU3RG31Da
12555,MothershipSG,"RT @MothershipSG: S'pore - Hong Kong travel bubble burst, as Covid-19 management 'strategies differ' https://t.co/L4OTMWJwfI https://t.co/o…"
12556,TODAYonline,RT @TODAYonline: SCDF rescues 5 people from vehicles stuck in flash flood near Ikea Tampines https://t.co/aoZk9M6evj
12557,ChannelNewsAsia,"RT @ChannelNewsAsia: AT A GLANCE: Here's a snapshot of Singapore's #COVID19 border measures and which countries they apply to.

Full story:…"
12558,MothershipSG,RT @MothershipSG: ‘New Zealand in S’pore’: Photographer takes breathtaking shots of Punggol Timor Island https://t.co/A0oXAqY9FJ https://t.…
12559,TODAYonline,RT @TODAYonline: SCDF rescues 5 people from vehicles stuck in flash flood near Ikea Tampines https://t.co/aoZk9M6evj
12560,straits_times,"RT @straits_times: 2 new Covid-19 clusters, including Giant supermarket at Hougang Ave 8 https://t.co/dMB6dyUIm4"
12561,straits_times,RT @straits_times: Heavy rain leads to flash floods and traffic snarls in parts of Singapore https://t.co/mgFO0wvIJL
12562,ChannelNewsAsia,RT @ChannelNewsAsia: How effective is Sinovac vaccine? Here are some lessons from other countries https://t.co/V7noNWgsPm https://t.co/Qrn5…
12563,ChannelNewsAsia,"RT @ChannelNewsAsia: Flash floods occur following heavy rain in Singapore; PUB warns of rising waters in drains, canals https://t.co/CwgiGa…"
12564,ChannelNewsAsia,RT @ChannelNewsAsia: Singapore to launch its first #COVID19 vaccinated travel lanes with Germany and Brunei; fully vaccinated travellers wi…
12565,TODAYonline,"RT @TODAYonline: UOB employee in S’pore charged with leaking more than 1,100 customers’ details to scammers https://t.co/bzSoETz2Ul"
12566,leehsienloong,RT @leehsienloong: Explored the Bras Basah.Bugis precinct last weekend to enjoy the annual National Day light-up. I hope these beautiful ni…
12567,leehsienloong,RT @leehsienloong: Explored the Bras Basah.Bugis precinct last weekend to enjoy the annual National Day light-up. I hope these beautiful ni…
12568,leehsienloong,RT @leehsienloong: Explored the Bras Basah.Bugis precinct last weekend to enjoy the annual National Day light-up. I hope these beautiful ni…
12569,leehsienloong,RT @leehsienloong: Explored the Bras Basah.Bugis precinct last weekend to enjoy the annual National Day light-up. I hope these beautiful ni…
12570,straits_times,RT @straits_times: Fully vaccinated travellers can travel to Germany and back without serving SHN from Sept 8 https://t.co/5ydwsTjow4
12571,STForeignDesk,RT @STForeignDesk: US probing Moderna's Covid-19 vaccine for increased heart inflammation risk https://t.co/MyUpxSurnX
12572,xavierlur,RT @xavierlur: Museum of Ice Cream🍦Singapore opens in Dempsey today! https://t.co/R1ksbsb5wr
12573,STForeignDesk,"RT @STForeignDesk: Strict Covid-19 curbs leave Hong Kong 'indefinitely trapped', EU chamber says https://t.co/z2nQDZT6hU"
12574,ChannelNewsAsia,RT @ChannelNewsAsia: Singapore to launch its first #COVID19 vaccinated travel lanes with Germany and Brunei; fully vaccinated travellers wi…
12575,SaveMM99,RT @SaveMM99: About 20 Terrorists(SAC)forcefully raided 3 innocent youths' living hostel with accuse of linking with PDF at #Shwepyithar ts…
12576,TODAYonline,RT @TODAYonline: Nurul Aini Raised S$35K In 2 Days For The Needy In Malaysia https://t.co/H0FASYBzh8
12577,Reuters,RT @Reuters: U.S. probing Moderna vaccine for increased heart inflammation risk - Washington Post https://t.co/wXCxFaVFgV https://t.co/8E0l…
12578,TODAYonline,RT @TODAYonline: SCDF rescues 5 people from vehicles stuck in flash flood near Ikea Tampines https://t.co/aoZk9M6evj
12579,TODAYonline,RT @TODAYonline: Nurul Aini Raised S$35K In 2 Days For The Needy In Malaysia https://t.co/H0FASYBzh8
12580,LeongWaiKitCNA,"RT @LeongWaiKitCNA: #MYANMAR #COVID19 SITUATION AUG 20

Total tally:
365,759

New daily cases:
2,590

New daily deaths:
159

Deaths so far:…"
12581,xavierlur,RT @xavierlur: Museum of Ice Cream🍦Singapore opens in Dempsey today! https://t.co/R1ksbsb5wr
12582,ChannelNewsAsia,"RT @ChannelNewsAsia: South Korea extends social distancing, allows fully vaccinated some leeway https://t.co/59ovAHKMAU https://t.co/XTpiGO…"
12583,TODAYonline,RT @TODAYonline: WATCH: Situation on Friday morning during a flash flood near Ikea Tampines. Five people had to be rescued from four partia…
12584,ChannelNewsAsia,"RT @ChannelNewsAsia: Planning to travel to Singapore from Germany or Brunei from September? 

Keep this step-by-step guide handy.

What you…"
12585,LeongWaiKitCNA,"RT @LeongWaiKitCNA: #MYANMAR #COVID19 SITUATION AUG 20

Total tally:
365,759

New daily cases:
2,590

New daily deaths:
159

Deaths so far:…"
12586,straits_times,RT @straits_times: What's the Covid-19 situation in Germany and other places under Singapore's border categories? https://t.co/V9ARz3fGeH
12587,DrSasa22222,"RT @DrSasa22222: UK on Myanmar - Security Council Media Stakeout (17 August 2021)
United Kingdom Ambassador James Kariuki today (17 Aug) to…"
12588,LeongWaiKitCNA,"RT @LeongWaiKitCNA: #MYANMAR #COVID19 SITUATION AUG 20

Total tally:
365,759

New daily cases:
2,590

New daily deaths:
159

Deaths so far:…"
12589,TODAYonline,RT @TODAYonline: WATCH: Situation on Friday morning during a flash flood near Ikea Tampines. Five people had to be rescued from four partia…
12590,TODAYonline,RT @TODAYonline: WATCH: Situation on Friday morning during a flash flood near Ikea Tampines. Five people had to be rescued from four partia…
12591,LeongWaiKitCNA,"RT @LeongWaiKitCNA: #MYANMAR #COVID19 SITUATION AUG 20

Total tally:
365,759

New daily cases:
2,590

New daily deaths:
159

Deaths so far:…"
12592,leehsienloong,RT @leehsienloong: Explored the Bras Basah.Bugis precinct last weekend to enjoy the annual National Day light-up. I hope these beautiful ni…
12593,ChannelNewsAsia,"RT @ChannelNewsAsia: AT A GLANCE: Here's a snapshot of Singapore's #COVID19 border measures and which countries they apply to.

Full story:…"
12594,Reuters,RT @Reuters: New Zealand PM Ardern extends nationwide COVID-19 lockdown https://t.co/ULpEmp7y43 https://t.co/ihTJWWxbUL
12595,TODAYonline,RT @TODAYonline: WATCH: Situation on Friday morning during a flash flood near Ikea Tampines. Five people had to be rescued from four partia…
12596,LeongWaiKitCNA,"RT @LeongWaiKitCNA: #MYANMAR #COVID19 SITUATION AUG 20

Total tally:
365,759

New daily cases:
2,590

New daily deaths:
159

Deaths so far:…"
12597,TODAYonline,RT @TODAYonline: It's Official! Anthony Mackie Will Suit Up In Captain America 4 https://t.co/n3C6QyuPc1
12598,straits_times,"RT @straits_times: Sezairi Sezali worked through personal pain, Aisyah Aziz found it a breeze, to pen NDP original songs https://t.co/rFTXr…"
12599,business,RT @business: BREAKING: Apple is delaying its return to offices until January at the earliest as Covid cases surge https://t.co/FUVUMrom3a…
12600,ChannelNewsAsia,RT @ChannelNewsAsia: Singapore to launch its first #COVID19 vaccinated travel lanes with Germany and Brunei; fully vaccinated travellers wi…
12601,DGHisham,RT @DGHisham: Today we loss a very dedicated staff Dr Nirmala Subramaniam. She was a Public Health Medicine Specialist in Unit Pengurusan H…
12602,raaaaachel,"RT @raaaaachel: Since you all asked for it, let's try something challenging 😊

RT this post and screenshot to me your RT, if this hits 700…"
12603,TODAYonline,RT @TODAYonline: WATCH: Situation on Friday morning during a flash flood near Ikea Tampines. Five people had to be rescued from four partia…
12604,TODAYonline,RT @TODAYonline: SCDF rescues 5 people from vehicles stuck in flash flood near Ikea Tampines https://t.co/aoZk9M6evj
12605,xavierlur,RT @xavierlur: Museum of Ice Cream🍦Singapore opens in Dempsey today! https://t.co/R1ksbsb5wr
12606,xavierlur,RT @xavierlur: Museum of Ice Cream🍦Singapore opens in Dempsey today! https://t.co/R1ksbsb5wr
12607,DGHisham,"RT @DGHisham: 200,000 dos vaksin CanSino berbentuk “finished product” telah diterima drp CanSino Biologics, China hari ini. 3.5 juta dos va…"
12608,TODAYonline,RT @TODAYonline: WATCH: Situation on Friday morning during a flash flood near Ikea Tampines. Five people had to be rescued from four partia…
12609,MothershipSG,RT @MothershipSG: [JUST IN] Children aged below 12 should be able to get vaccinated in early 2022: Ong Ye Kung https://t.co/EYo2fwBJU0 http…
12610,LeongWaiKitCNA,"RT @LeongWaiKitCNA: #MYANMAR #COVID19 SITUATION AUG 20

Total tally:
365,759

New daily cases:
2,590

New daily deaths:
159

Deaths so far:…"
12611,TODAYonline,RT @TODAYonline: WATCH: Situation on Friday morning during a flash flood near Ikea Tampines. Five people had to be rescued from four partia…
12612,TODAYonline,RT @TODAYonline: WATCH: Situation on Friday morning during a flash flood near Ikea Tampines. Five people had to be rescued from four partia…
12613,TODAYonline,RT @TODAYonline: SCDF rescues 5 people from vehicles stuck in flash flood near Ikea Tampines https://t.co/aoZk9M6evj
12614,straits_times,RT @straits_times: Fully vaccinated travellers can travel to Germany and back without serving SHN from Sept 8 https://t.co/5ydwsTjow4
12615,straits_times,RT @straits_times: 2 men to be charged for breaching SHN requirements https://t.co/UAS17XwXdJ
12616,SaveMM99,RT @SaveMM99: About 20Terrorists(SAC) in civilians' clothes forcefully raided&searched Daw Khine Lwin's house(a Philanthropist who borrowed…
12617,TODAYonline,RT @TODAYonline: WATCH: Situation on Friday morning during a flash flood near Ikea Tampines. Five people had to be rescued from four partia…
12618,LeongWaiKitCNA,"RT @LeongWaiKitCNA: #MYANMAR #COVID19 SITUATION AUG 20

Total tally:
365,759

New daily cases:
2,590

New daily deaths:
159

Deaths so far:…"
12619,ChannelNewsAsia,"RT @ChannelNewsAsia: AT A GLANCE: Here's a snapshot of Singapore's #COVID19 border measures and which countries they apply to.

Full story:…"
12620,ChannelNewsAsia,"RT @ChannelNewsAsia: AT A GLANCE: Here's a snapshot of Singapore's #COVID19 border measures and which countries they apply to.

Full story:…"
12621,ChannelNewsAsia,"RT @ChannelNewsAsia: Two new #COVID19 clusters identified, including one at a Giant supermarket in Hougang and another with 32 cases https:…"
12622,SaveMM99,RT @SaveMM99: About 20 Terrorists(SAC)forcefully raided 3 innocent youths' living hostel with accuse of linking with PDF at #Shwepyithar ts…
12623,LeongWaiKitCNA,"RT @LeongWaiKitCNA: #MYANMAR #COVID19 SITUATION AUG 20

Total tally:
365,759

New daily cases:
2,590

New daily deaths:
159

Deaths so far:…"
12624,LeongWaiKitCNA,"RT @LeongWaiKitCNA: Young man shot dead by #Myanmar army during raid in Yangon’s Shwe Pyi Thar township on Aug 19

Burma Associated Press q…"
12625,LeongWaiKitCNA,"RT @LeongWaiKitCNA: #MYANMAR #COVID19 SITUATION AUG 20

Total tally:
365,759

New daily cases:
2,590

New daily deaths:
159

Deaths so far:…"
12626,ChannelNewsAsia,"RT @ChannelNewsAsia: Whether you’re thinking of a holiday to Germany or Brunei, or looking to travel to Singapore from there, this is what…"
12627,ChannelNewsAsia,"RT @ChannelNewsAsia: AT A GLANCE: Here's a snapshot of Singapore's #COVID19 border measures and which countries they apply to.

Full story:…"
12628,TODAYonline,RT @TODAYonline: WATCH: Situation on Friday morning during a flash flood near Ikea Tampines. Five people had to be rescued from four partia…
12629,TODAYonline,"RT @TODAYonline: Ex-UOB employee in S’pore charged with leaking more than 1,100 customers’ details to scammers https://t.co/bzSoETz2Ul"
12630,TODAYonline,"RT @TODAYonline: WATCH: An Afghan woman speaks about how women are being hit on the streets by Taliban fighters for wearing ""what they wore…"
12631,TODAYonline,"RT @TODAYonline: Covid-19: 'Strict enforcement' on dine-in rules to start; people who falsely declare vaccination status can be fined, jail…"
12632,TODAYonline,"RT @TODAYonline: OnlyFans will ban 'sexually explicit' content, but keep nudity https://t.co/0iYltuhvNg"
12633,TODAYonline,"RT @TODAYonline: Covid-19: 'Strict enforcement' on dine-in rules to start; people who falsely declare vaccination status can be fined, jail…"
12634,TODAYonline,"RT @TODAYonline: Covid-19: 'Strict enforcement' on dine-in rules to start; people who falsely declare vaccination status can be fined, jail…"
12635,TODAYonline,RT @TODAYonline: WATCH: Situation on Friday morning during a flash flood near Ikea Tampines. Five people had to be rescued from four partia…
12636,DGHisham,RT @DGHisham: Today we loss a very dedicated staff Dr Nirmala Subramaniam. She was a Public Health Medicine Specialist in Unit Pengurusan H…
